conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13f7cd7c-6ec5-4186-8744-de3c780b973d,oferă consiliere în materie de peisagistică,released,skill/competence,occupation-specific,sfătuiește în legătură cu amenajările peisagere | oferă consiliere în domeniul peisagisticii,"Oferă consiliere cu privire la planificarea, dezvoltarea și îngrijirea peisajelor noi și existente.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,oferă consultanță pe aspecte de mediu | conduce proiecte de arhitectură peisagistică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/145fb42f-ebee-48e2-bdf8-2e935edc7158,dezinfectează suprafețe,released,skill/competence,cross-sector,furnizează servicii de dezinfecție și dezinsecție,"Aplică procedurile corecte de curățare, luând în considerare manipularea în condiții de siguranță a dezinfectanților, pentru îndepărtarea contaminanților, a poluanților și a riscurilor bacteriene de pe diverse suprafețe, cum ar fi exteriorul clădirilor, vehicule și drumuri.",http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,efectuează servicii de curățenie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,impactul schimbărilor climatice,released,knowledge,cross-sector,impactul încălzirii globale | gestionarea efectelor schimbărilor climatice | monitorizarea efectelor schimbărilor climatice | efectele încălzirii globale | efectul schimbărilor climatice,"Înțelege impactul schimbărilor climatice asupra biodiversității și a condițiilor de viață pentru plante și animale.
    ",http://data.europa.eu/esco/isced-f/0532,științele pământului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,potențial de economisire a energiei al sistemelor cu comutare automată,released,knowledge,occupation-specific,,"Potențialul de economisire a energiei în sistemele cu comutare automată prin mecanisme care asigură, de exemplu, îmbunătățirea eficienței și o mai bună anticipare a evenimentelor viitoare.
	",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,eficiență energetică | electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,proiectează un sistem de răcire cu absorbție de energie solară,released,skill/competence,sector-specific,instalează aranjamente din plante artificiale,"Proiectează un sistem de răcire cu absorbție, cu regenerare solară prin colectoare cu tuburi de căldură. Calculează cu precizie cererea de răcire a clădirii pentru a selecta capacitatea corectă (kW). Realizează o proiectare detaliată a instalației, a principiului, a strategiei de automatizare, utilizând produsele și conceptele disponibile, selectează produsele adecvate.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,gestionează planuri de depozitare a subproduselor organice,released,skill/competence,occupation-specific,implementează planuri de depozitare a produselor secundare ecologice,Pune în aplicare metode și proceduri pentru depozitarea subproduselor organice în conformitate cu legislația existentă și cu politicile în materie de sănătate și siguranță. Monitorizează punerea în aplicare a planurilor și reacționează la eventualele probleme.,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,gestionează operațiunile de depozitare | planifică operațiuni și procese de producție
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,agricultură ecologică,released,knowledge,sector-specific,tipuri de agricultură ecologică | agricultură biologică | agricultură organică,"Principii, tehnici și reglementări ale agriculturii ecologice. Agricultura ecologică este o metodă de producție agricolă care pune un accent puternic pe protecția mediului și echilibrul ecologic.",http://data.europa.eu/esco/isced-f/0811,producție vegetală și animală
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,dezvoltă strategii de irigare,released,skill/competence,sector-specific,,"Planifică implementarea metodelor și a procedurilor de irigare prin mijloace artificiale, ținând seama de strategiile de utilizare durabilă a apei.
 ",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,elaborează politici și legislație | dezvoltă strategii de soluționare a problemelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,instalează sisteme fotovoltaice,released,skill/competence,occupation-specific,instalarea solară fotovoltaică | amplasarea instalației solare | montează sisteme fotovoltaice | instalarea echipamentelor fotovoltaice | instalarea sistemelor de energie solară | instalarea echipamentelor solare | instalarea fermei solare | instalează sisteme cu panouri solare fotovoltaice,"Instalează sisteme care generează energie electrică prin transformarea luminii în curenți electrici, efectul fotovoltaic. Asigură conformitatea cu reglementările și instalarea corectă a sistemului de energie fotovoltaică.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalează și repară echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192e12e7-6bf0-42e6-bfc3-70c08551f12a,evaluează planuri de mediu prin raportare la costurile financiare,released,skill/competence,cross-sector,,Evaluează planurile de mediu în termeni financiari pentru a echilibra cheltuielile necesare pentru îmbunătățirea mediului. Evaluează beneficiile economice pe care aceste investiții le vor aduce companiei pe termen lung.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"întocmesc planuri financiare, de afaceri sau de marketing"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,legislație privind transportul deșeurilor,released,knowledge,cross-sector,legislație privind transportul de deșeuri nucleare,"Reglementările și legislația privind transportul în condiții de siguranță al materialelor, produselor și aparatelor considerate drept deșeuri periculoase și nepericuloase.",http://data.europa.eu/esco/isced-f/0421,drept
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a09db78-cbcf-428a-a23c-5c3f3951cc4c,monitorizează centrele de reciclare a deșeurilor menajere,released,skill/competence,sector-specific,,"Monitorizează amplasamentele și instalațiile care conțin puncte de reciclare și în care persoanele fizice pot elimina deșeurile menajere, pentru a asigura siguranța, respectarea legislației și utilizarea de către public a instalațiilor în conformitate cu reglementările în materie de deșeuri.
	",http://data.europa.eu/esco/skill/67117c88-c855-4fab-98c5-e322e838969f | http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,organizează facilitățile din spațiul public | supraveghează siguranța și securitatea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,promovează utilizarea energiei din surse regenerabile,released,skill/competence,sector-specific,,"Promovează utilizarea surselor regenerabile de energie electrică și termică pentru organizații și persoane, pentru a acționa în direcția unui viitor durabil și a încuraja vânzările de echipamente energetice din surse regenerabile, cum ar fi echipamentele de generare de energie fotovoltaică.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promovează sustenabilitatea | promovează produse, servicii sau programe"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b,asigură gestionarea operațiunilor de măsurare și testare a calității apei,released,skill/competence,cross-sector,,"Coordonează procedurile legate de testarea și analiza calității apei și procedurile ulterioare de purificare prin gestionarea operațiunilor de la prelevarea probelor la examenele de laborator, gestionarea personalului și asigurarea conformității cu legislația.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,îi conduce pe alții | monitorizează calitatea mărfurilor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ab1449d-5b65-458b-b115-f5283a52da8e,oferă consiliere în legătură cu consumul de utilități,released,skill/competence,sector-specific,,"Oferă consiliere persoanelor sau organizațiilor în legătură cu metodele prin care pot reduce consumul de utilități, cum ar fi energia termică, apa, gazul și electricitatea, pentru a le permite să economisească bani și să încorporeze practici durabile.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,oferă consiliere altora | oferă consultanță pe aspecte de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b6197c8-a08b-412b-8be0-ed6de108b17e,dezvoltă îmbunătățiri pentru sisteme electrice,released,skill/competence,occupation-specific,,"Concepe, propune și pune în aplicare modificări pentru îmbunătățirea sistemelor electrice; pune accentul pe durabilitate, calitate și siguranță.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b644187-7c16-4685-bc80-fe1279492dea,coordonează manipularea nămolului de epurare,released,skill/competence,sector-specific,,"Coordonează tratarea și eliminarea reziduurilor semisolide rezultate din tratarea apelor uzate, cum ar fi generarea energiei în urma fermentării, uscării și reutilizării ca îngrășământ.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,îi conduce pe alții | elimină deșeuri sau reziduuri nepericuloase
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b718a43-4295-44cc-9530-78323bbeb663,fermentație la scară de laborator,released,knowledge,occupation-specific,,"Etapele și cerințele incluse în fermentația la scară de laborator pentru transformarea biomasei în substanțe chimice, zaharuri sau combustibili.",http://data.europa.eu/esco/isced-f/0711,inginerie chimică și procese chimice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b73b2a7-aefc-49ef-8b30-b90ca7429984,oferă consiliere clienților în legătură cu materialele de construcții,released,skill/competence,sector-specific,,"Oferă clienților sfaturi detaliate despre diverse materiale de construcție; recomandă dezvoltarea durabilă și promovează utilizarea materialelor verzi precum lemnul, paiele și bambusul; promovează reciclarea și utilizarea de materiale regenerabile sau netoxice.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/3b64ab47-a874-403a-b781-7b23c2fc3c6c | http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,oferă consiliere altora | oferă consultanță în produse și servicii | oferă consiliere în domeniul construcțiilor | oferă consiliere pentru materiale de construcție
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4,materiale și componente durabile pentru încălțăminte,released,knowledge,sector-specific,textile durabile | material ecologic pentru încălțăminte | material durabil pentru încălțăminte | material încălțăminte verde,"Materiale și componente ecologice, inclusiv piele, textile și materiale sintetice, materiale pentru tălpi și tălpi intermediare, diverse componente și accesorii.
	",http://data.europa.eu/esco/isced-f/0723,"materiale textile (îmbrăcăminte, încălțăminte și articole din piele)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c4fa8a3-7f7e-4c63-a36c-89e4321774d6,determină schimbările climatice istorice,released,skill/competence,occupation-specific,,"Analizează probele prelevate din carotele de gheață, inelele copacilor, sedimente etc. pentru a obține informații legate de schimbările climatice care au avut loc în timpul istoriei Pământului și consecințele acestora asupra vieții de pe planetă.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,analizează date științifice și medicale | prelucrează informații calitative
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c9bb265-6ff7-428e-9a72-9c8df75178b8,evaluează impactul activităților industriale,released,skill/competence,cross-sector,,Analizează datele pentru a estima impactul activităților industriale asupra disponibilității resurselor și calității apelor subterane.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,gândește critic | evaluează impactul de mediu | supraveghează starea mediului
